"county","county_name","ec_county","ec_high_county"
4009,"Graham, Arizona",0.68656999,1.21707
4011,"Greenlee, Arizona",0.81149,1.10059
4012,"La Paz, Arizona",0.61006999,1.08753
4013,"Maricopa, Arizona",0.74400002,1.3991899
4015,"Mohave, Arizona",0.77204001,1.14623
4017,"Navajo, Arizona",0.57981002,1.14608
4019,"Pima, Arizona",0.71572,1.31784
4021,"Pinal, Arizona",0.77478999,1.23835
4023,"Santa Cruz, Arizona",0.52688998,0.99980998
4025,"Yavapai, Arizona",0.84227997,1.28281
4027,"Yuma, Arizona",0.66210002,1.07996
5000,"State average, Arkansas",0.689512264533333,0.9895542692
5001,"Arkansas, Arkansas",0.61054999,0.99048001
5003,"Ashley, Arkansas",0.68015999,0.94155002
5005,"Baxter, Arkansas",0.78823,1.05081
5007,"Benton, Arkansas",0.84904999,1.3865
5009,"Boone, Arkansas",0.76545,1.01561
5011,"Bradley, Arkansas",0.60974002,0.91320997
5013,"Calhoun, Arkansas",0.69174999,0.94217002
5015,"Carroll, Arkansas",0.71524,1.00684
5017,"Chicot, Arkansas",0.56199002,0.94441998
5019,"Clark, Arkansas",0.71052998,1.03105
5021,"Clay, Arkansas",0.74431998,0.95569003
5023,"Cleburne, Arkansas",0.77938998,1.05871
5025,"Cleveland, Arkansas",0.75866997,0.95835
5027,"Columbia, Arkansas",0.64563,1.01647
5029,"Conway, Arkansas",0.70840001,1.017
5031,"Craighead, Arkansas",0.72960001,1.11104
5033,"Crawford, Arkansas",0.76648998,1.06961
5035,"Crittenden, Arkansas",0.56164002,0.91145998
5037,"Cross, Arkansas",0.68954998,1.00668
5039,"Dallas, Arkansas",0.57362998,0.84039998
5041,"Desha, Arkansas",0.56584001,0.92456001
5043,"Drew, Arkansas",0.71228999,1.00713
5045,"Faulkner, Arkansas",0.83756,1.24049
5047,"Franklin, Arkansas",0.75325,1.02396
5049,"Fulton, Arkansas",0.73201001,0.93295002
5051,"Garland, Arkansas",0.70425999,1.04039
5053,"Grant, Arkansas",0.82261002,1.06117
5055,"Greene, Arkansas",0.74122,1.04009
5057,"Hempstead, Arkansas",0.57415003,0.87011999
5059,"Hot Spring, Arkansas",0.68937999,0.94747001
5061,"Howard, Arkansas",0.62585002,0.92501998
5063,"Independence, Arkansas",0.72654998,1.02756
5065,"Izard, Arkansas",0.73961002,0.96292001
5067,"Jackson, Arkansas",0.64454001,0.91491997
5069,"Jefferson, Arkansas",0.57021999,0.85004002
5071,"Johnson, Arkansas",0.63472998,0.95682001
5073,"Lafayette, Arkansas",0.64393997,0.92433
5075,"Lawrence, Arkansas",0.72068,0.99085999
5077,"Lee, Arkansas",0.52933002,0.85029
5079,"Lincoln, Arkansas",0.65166003,0.92111999
5081,"Little River, Arkansas",0.71503001,0.94599003
5083,"Logan, Arkansas",0.72668999,0.96354002
5085,"Lonoke, Arkansas",0.84548002,1.15728
5087,"Madison, Arkansas",0.79619998,1.0660501
5089,"Marion, Arkansas",0.71357,1.00307
5091,"Miller, Arkansas",0.64515001,0.9181
5093,"Mississippi, Arkansas",0.57393003,0.88981003
5095,"Monroe, Arkansas",0.55575001,0.87870997
5097,"Montgomery, Arkansas",0.69204998,0.95297998
5099,"Nevada, Arkansas",0.61993998,0.83585
5101,"Newton, Arkansas",0.76115,0.95034999
5103,"Ouachita, Arkansas",0.63314998,0.95936
5105,"Perry, Arkansas",0.77210999,1.0637701
5107,"Phillips, Arkansas",0.49533999,0.83274001
5109,"Pike, Arkansas",0.66134,0.92654002
5111,"Poinsett, Arkansas",0.64930999,0.93336999
5113,"Polk, Arkansas",0.69538999,0.94331998
5115,"Pope, Arkansas",0.74772,1.07047
5117,"Prairie, Arkansas",0.70025998,0.99138999
5119,"Pulaski, Arkansas",0.68171,1.22148
5121,"Randolph, Arkansas",0.72465003,0.95175999
5123,"St. Francis, Arkansas",0.53117001,0.83639002
5125,"Saline, Arkansas",0.79585999,1.17575
5127,"Scott, Arkansas",0.65103,0.91873997
5129,"Searcy, Arkansas",0.70889002,0.95498002
5131,"Sebastian, Arkansas",0.73863,1.11981
5133,"Sevier, Arkansas",0.62248999,0.86552
5135,"Sharp, Arkansas",0.70662999,0.96810001
5137,"Stone, Arkansas",0.71987998,0.98632002
5139,"Union, Arkansas",0.68690997,1.01439
5141,"Van Buren, Arkansas",0.71042001,0.99912
5143,"Washington, Arkansas",0.80754,1.33539
5145,"White, Arkansas",0.79613,1.11584
5147,"Woodruff, Arkansas",0.64192998,0.94415998
5149,"Yell, Arkansas",0.63029999,0.94586998
6000,"State average, California",0.807316488947368,1.33718508421053
6001,"Alameda, California",0.91564,1.59354
6003,"Alpine, California",NA,NA
6005,"Amador, California",0.92817998,1.29491
6007,"Butte, California",0.80008,1.29895
6009,"Calaveras, California",0.92421001,1.31592
6011,"Colusa, California",0.58380002,1.09368
6013,"Contra Costa, California",0.88687998,1.53633
6015,"Del Norte, California",0.63748002,1.05612
6017,"El Dorado, California",1.01846,1.49199
6019,"Fresno, California",0.57849997,1.19607
6021,"Glenn, California",0.63274997,1.10436
6023,"Humboldt, California",0.81883001,1.1390001
6025,"Imperial, California",0.73171002,1.08608
6027,"Inyo, California",0.79105997,1.37174
6029,"Kern, California",0.6207,1.17506
6031,"Kings, California",0.61815,1.16688
6033,"Lake, California",0.65311998,1.12774
6035,"Lassen, California",0.81195998,1.15399
6037,"Los Angeles, California",0.73580003,1.51421
6039,"Madera, California",0.56068999,1.12866
6041,"Marin, California",0.81247997,1.65818
6043,"Mariposa, California",0.95354998,1.4025199
6045,"Mendocino, California",0.69420999,1.22495
6047,"Merced, California",0.63156003,1.11006
6049,"Modoc, California",0.66933,1.15229
6051,"Mono, California",0.9637,1.5340101
6053,"Monterey, California",0.61296999,1.32928
6055,"Napa, California",0.80387002,1.49658
6057,"Nevada, California",1.01335,1.5107501
6059,"Orange, California",0.85553998,1.5257
6061,"Placer, California",1.0711,1.506
6063,"Plumas, California",0.89507997,1.28089
6065,"Riverside, California",0.74834001,1.3152699
6067,"Sacramento, California",0.81634998,1.40238
6069,"San Benito, California",0.82344002,1.3744299
6071,"San Bernardino, California",0.73532999,1.25359
6073,"San Diego, California",0.90846002,1.49221
6075,"San Francisco, California",1.31244,1.71507
6077,"San Joaquin, California",0.72867,1.31733
6079,"San Luis Obispo, California",0.93507999,1.5106
6081,"San Mateo, California",1.16289,1.6349
6083,"Santa Barbara, California",0.72433001,1.46104
6085,"Santa Clara, California",1.15832,1.59632
6087,"Santa Cruz, California",0.81641001,1.5647
6089,"Shasta, California",0.79174,1.2743
6091,"Sierra, California",1.03074,1.38345
6093,"Siskiyou, California",0.74171001,1.2178299
6095,"Solano, California",0.87462997,1.3875
6097,"Sonoma, California",0.86228001,1.45605
6099,"Stanislaus, California",0.74586999,1.2558399
6101,"Sutter, California",0.71074998,1.18925
6103,"Tehama, California",0.64851999,1.09175
6105,"Trinity, California",0.73521,1.19478
6107,"Tulare, California",0.54176003,1.09995
6109,"Tuolumne, California",0.9109,1.3048
6111,"Ventura, California",0.78140998,1.47826
6113,"Yolo, California",0.81755,1.48822
6115,"Yuba, California",0.72917002,1.18329
8000,"State average, Colorado",0.95172585862069,1.40138292931034
8001,"Adams, Colorado",0.81186002,1.40975
8003,"Alamosa, Colorado",0.73189002,1.24898
8005,"Arapahoe, Colorado",0.83072001,1.4582601
8007,"Archuleta, Colorado",0.93331999,1.41012
8009,"Baca, Colorado",0.88227999,1.23456
8011,"Bent, Colorado",0.65877998,1.14546
8013,"Boulder, Colorado",1.1075,1.62755
8014,"Broomfield, Colorado",1.1688499,1.57539
8015,"Chaffee, Colorado",1.09936,1.52696
8017,"Cheyenne, Colorado",1.04763,1.38176
8019,"Clear Creek, Colorado",1.0602601,1.4774899
8021,"Conejos, Colorado",0.75433999,1.2043999
8023,"Costilla, Colorado",NA,NA
8025,"Crowley, Colorado",0.75880998,1.11947
8027,"Custer, Colorado",1.0331399,1.3447
8029,"Delta, Colorado",0.87716001,1.28578
8031,"Denver, Colorado",0.90732002,1.6238101
8033,"Dolores, Colorado",0.94189,1.34582
8035,"Douglas, Colorado",1.3532701,1.6129301
8037,"Eagle, Colorado",0.87858999,1.5617599
8039,"Elbert, Colorado",1.15659,1.5168999
8041,"El Paso, Colorado",0.96052998,1.39002
8043,"Fremont, Colorado",0.87696999,1.25605
8045,"Garfield, Colorado",0.80632001,1.41557
8047,"Gilpin, Colorado",1.07927,1.48406
8049,"Grand, Colorado",1.10788,1.51206
8051,"Gunnison, Colorado",1.24836,1.57763
8055,"Huerfano, Colorado",0.78763002,1.23163
8057,"Jackson, Colorado",NA,NA
8059,"Jefferson, Colorado",1.11146,1.57129
8061,"Kiowa, Colorado",NA,NA
8063,"Kit Carson, Colorado",0.95122999,1.3733799
8065,"Lake, Colorado",0.88313001,1.4435101
8067,"La Plata, Colorado",1.04206,1.50253
8069,"Larimer, Colorado",1.123,1.56264
8071,"Las Animas, Colorado",0.76256001,1.16049
8073,"Lincoln, Colorado",0.96450001,1.35095
8075,"Logan, Colorado",0.96489,1.37925
8077,"Mesa, Colorado",0.91115999,1.34929
8081,"Moffat, Colorado",0.88957,1.28009
8083,"Montezuma, Colorado",0.74285001,1.28334
8085,"Montrose, Colorado",0.82997,1.3192199
8087,"Morgan, Colorado",0.81336999,1.2975301
8089,"Otero, Colorado",0.71502,1.1745501
8091,"Ouray, Colorado",1.2136199,1.58208
8093,"Park, Colorado",1.15571,1.51992
8095,"Phillips, Colorado",0.84065998,1.3868099
8097,"Pitkin, Colorado",1.2436399,1.67658
8099,"Prowers, Colorado",0.73517001,1.19997
8101,"Pueblo, Colorado",0.73233002,1.13386
8103,"Rio Blanco, Colorado",1.01608,1.33719
8105,"Rio Grande, Colorado",0.76765001,1.27119
8107,"Routt, Colorado",1.16202,1.60449
8109,"Saguache, Colorado",0.76845998,1.27824
8111,"San Juan, Colorado",NA,NA
8113,"San Miguel, Colorado",1.2128,1.60798
8115,"Sedgwick, Colorado",0.97241998,1.37503
8117,"Summit, Colorado",1.00858,1.59058
8119,"Teller, Colorado",1.04694,1.4160399
8121,"Washington, Colorado",1.06846,1.42539
8123,"Weld, Colorado",0.87436998,1.44752
8125,"Yuma, Colorado",0.81590003,1.4004101
9000,"State average, Connecticut",0.9486925025,1.53356
9001,"Fairfield, Connecticut",0.70120001,1.5994101
9003,"Hartford, Connecticut",0.77675003,1.52434
9005,"Litchfield, Connecticut",1.08725,1.55814
9007,"Middlesex, Connecticut",1.1066999,1.59001
9009,"New Haven, Connecticut",0.79593003,1.51895
9011,"New London, Connecticut",0.98711002,1.4703799
9013,"Tolland, Connecticut",1.17711,1.59728
9015,"Windham, Connecticut",0.95749003,1.40997
10000,"State average, Delaware",0.78161331,1.31329996666667
10001,"Kent, Delaware",0.79290998,1.23592
10003,"New Castle, Delaware",0.83468997,1.42742
10005,"Sussex, Delaware",0.71723998,1.2765599
11000,"State average, District of Columbia",0.99615997,1.57856
11001,"District of Columbia, District of Columbia",0.99615997,1.57856
12000,"State average, Florida",0.664965222835821,1.16279805522388
12001,"Alachua, Florida",0.81159002,1.39305
12003,"Baker, Florida",0.66503,1.08509
12005,"Bay, Florida",0.70344001,1.21644
12007,"Bradford, Florida",0.61645001,1.02536
12009,"Brevard, Florida",0.78833997,1.29075
12011,"Broward, Florida",0.75189,1.34356
12013,"Calhoun, Florida",0.58503997,0.97062999
12015,"Charlotte, Florida",0.77934003,1.2286299
12017,"Citrus, Florida",0.69256002,1.072
12019,"Clay, Florida",0.79848999,1.2304
12021,"Collier, Florida",0.65601999,1.33907
12023,"Columbia, Florida",0.58517998,1.00112
12027,"DeSoto, Florida",0.42908001,0.91399002
12029,"Dixie, Florida",0.51828998,0.86501002
12031,"Duval, Florida",0.67084002,1.27853
12033,"Escambia, Florida",0.68265998,1.25748
12035,"Flagler, Florida",0.82933998,1.22442
12037,"Franklin, Florida",0.57659,1.03763
12039,"Gadsden, Florida",0.41552001,0.97623998
12041,"Gilchrist, Florida",0.62075001,1.00574
12043,"Glades, Florida",0.50062001,0.95643997
12045,"Gulf, Florida",0.66769999,1.16
12047,"Hamilton, Florida",0.48493999,0.90658998
12049,"Hardee, Florida",0.45475999,1.00467
12051,"Hendry, Florida",0.43957999,0.92891002
12053,"Hernando, Florida",0.73304999,1.11549
12055,"Highlands, Florida",0.60219997,1.0338
12057,"Hillsborough, Florida",0.67980999,1.32757
12059,"Holmes, Florida",0.59316999,0.95639002
12061,"Indian River, Florida",0.70945001,1.278
12063,"Jackson, Florida",0.55905998,0.99044001
12065,"Jefferson, Florida",0.61988997,1.25611
12067,"Lafayette, Florida",0.56705999,0.96155
12069,"Lake, Florida",0.73413002,1.24716
12071,"Lee, Florida",0.67043,1.26503
12073,"Leon, Florida",0.75659001,1.35253
12075,"Levy, Florida",0.60833001,1.0633399
12077,"Liberty, Florida",0.62063003,1.02698
12079,"Madison, Florida",0.49355999,1.0115499
12081,"Manatee, Florida",0.66821998,1.3313
12083,"Marion, Florida",0.62976998,1.11139
12085,"Martin, Florida",0.78965002,1.37323
12086,"Miami-Dade, Florida",0.58605999,1.3271199
12087,"Monroe, Florida",0.78771001,1.3287801
12089,"Nassau, Florida",0.85834002,1.29924
12091,"Okaloosa, Florida",0.83223999,1.30388
12093,"Okeechobee, Florida",0.50796998,0.94537997
12095,"Orange, Florida",0.74878001,1.34059
12097,"Osceola, Florida",0.73128003,1.15826
12099,"Palm Beach, Florida",0.68330997,1.3989
12101,"Pasco, Florida",0.76490003,1.27438
12103,"Pinellas, Florida",0.78494,1.37985
12105,"Polk, Florida",0.61522001,1.1340899
12107,"Putnam, Florida",0.49083999,0.97245002
12109,"St. Johns, Florida",0.97408003,1.47067
12111,"St. Lucie, Florida",0.66801,1.15508
12113,"Santa Rosa, Florida",0.86142999,1.30284
12115,"Sarasota, Florida",0.81924999,1.3497601
12117,"Seminole, Florida",0.84119999,1.35168
12119,"Sumter, Florida",0.66283,1.22109
12121,"Suwannee, Florida",0.56638998,1.02194
12123,"Taylor, Florida",0.53534001,0.94334
12125,"Union, Florida",0.64183003,1.03301
12127,"Volusia, Florida",0.72371,1.2061
12129,"Wakulla, Florida",0.75171,1.1801701
12131,"Walton, Florida",0.75123,1.3750499
12133,"Washington, Florida",0.60503,1.02021
13000,"State average, Georgia",0.607235743783784,1.09652905378378
13001,"Appling, Georgia",0.50406998,0.94936001
13003,"Atkinson, Georgia",0.44181001,0.83257997
13005,"Bacon, Georgia",0.46742001,0.92497998
13007,"Baker, Georgia",NA,NA
13009,"Baldwin, Georgia",0.51651001,1.14465
13011,"Banks, Georgia",0.73139,1.1649801
13013,"Barrow, Georgia",0.77371001,1.23599
13015,"Bartow, Georgia",0.73395997,1.21364
13017,"Ben Hill, Georgia",0.42513999,0.90131998
13019,"Berrien, Georgia",0.57459998,1.0258501
13021,"Bibb, Georgia",0.48056999,1.14647
13023,"Bleckley, Georgia",0.56774998,1.07205
13025,"Brantley, Georgia",0.55225003,0.93462002
13027,"Brooks, Georgia",0.46237001,1.0161099
13029,"Bryan, Georgia",0.84745002,1.32638
13031,"Bulloch, Georgia",0.67528999,1.1985101
13033,"Burke, Georgia",0.49522001,1.07302
13035,"Butts, Georgia",0.68724,1.0929
13037,"Calhoun, Georgia",NA,NA
13039,"Camden, Georgia",0.81356001,1.21663
13043,"Candler, Georgia",0.54737997,1.05416
13045,"Carroll, Georgia",0.70406002,1.18203
13047,"Catoosa, Georgia",0.77608001,1.1982501
13049,"Charlton, Georgia",0.59315997,0.96447998
13051,"Chatham, Georgia",0.66373003,1.30003
13053,"Chattahoochee, Georgia",0.95985001,1.29968
13055,"Chattooga, Georgia",0.51730001,0.93760997
13057,"Cherokee, Georgia",0.96524,1.4432
13059,"Clarke, Georgia",0.74735999,1.4427299
13061,"Clay, Georgia",NA,NA
13063,"Clayton, Georgia",0.54623002,0.91400999
13065,"Clinch, Georgia",0.44760001,0.90944999
13067,"Cobb, Georgia",0.79141998,1.39261
13069,"Coffee, Georgia",0.43913001,0.89820999
13071,"Colquitt, Georgia",0.43972,1.02697
13073,"Columbia, Georgia",0.84439999,1.30454
13075,"Cook, Georgia",0.51209003,0.98250002
13077,"Coweta, Georgia",0.79878002,1.35103
13079,"Crawford, Georgia",0.55186999,0.94901001
13081,"Crisp, Georgia",0.38777,0.9971
13083,"Dade, Georgia",0.70831001,1.1136301
13085,"Dawson, Georgia",0.93358999,1.36437
13087,"Decatur, Georgia",0.43533999,1.02016
13089,"DeKalb, Georgia",0.67078,1.40977
13091,"Dodge, Georgia",0.50563997,0.95099002
13093,"Dooly, Georgia",0.40094,0.96765
13095,"Dougherty, Georgia",0.41666999,0.98702002
13097,"Douglas, Georgia",0.70517999,1.09342
13099,"Early, Georgia",0.37959999,1.0033799
13101,"Echols, Georgia",NA,NA
13103,"Effingham, Georgia",0.78047001,1.19321
13105,"Elbert, Georgia",0.47905001,0.98255002
13107,"Emanuel, Georgia",0.48594999,0.94881999
13109,"Evans, Georgia",0.48333001,1.03055
13111,"Fannin, Georgia",0.71499997,1.12307
13113,"Fayette, Georgia",0.92997998,1.39619
13115,"Floyd, Georgia",0.59062999,1.17518
13117,"Forsyth, Georgia",1.04118,1.49553
13119,"Franklin, Georgia",0.63177001,1.11156
13121,"Fulton, Georgia",0.77526999,1.47033
13123,"Gilmer, Georgia",0.64308,1.14693
13125,"Glascock, Georgia",0.68391001,1.05086
13127,"Glynn, Georgia",0.58587998,1.26618
13129,"Gordon, Georgia",0.62281001,1.08384
13131,"Grady, Georgia",0.47452,0.99567002
13133,"Greene, Georgia",0.51841003,1.36093
13135,"Gwinnett, Georgia",0.76938999,1.3338701
13137,"Habersham, Georgia",0.68133998,1.16406
13139,"Hall, Georgia",0.65626001,1.2604899
13141,"Hancock, Georgia",NA,NA
13143,"Haralson, Georgia",0.69749999,1.15466
13145,"Harris, Georgia",0.78325999,1.25218
13147,"Hart, Georgia",0.57889003,1.05577
13149,"Heard, Georgia",0.66123003,1.03996
13151,"Henry, Georgia",0.68510002,1.05827
13153,"Houston, Georgia",0.65016001,1.1798
13155,"Irwin, Georgia",0.51484001,0.96508998
13157,"Jackson, Georgia",0.80273998,1.3068399
13159,"Jasper, Georgia",0.66744,1.15583
13161,"Jeff Davis, Georgia",0.47599,0.87494999
13163,"Jefferson, Georgia",0.43592,1.0092
13165,"Jenkins, Georgia",0.49079999,0.97741997
13167,"Johnson, Georgia",0.48172,0.92615002
13169,"Jones, Georgia",0.71539003,1.14437
13171,"Lamar, Georgia",0.61382002,1.0615
13173,"Lanier, Georgia",0.58043998,1.05251
13175,"Laurens, Georgia",0.49801001,1.0166301
13177,"Lee, Georgia",0.66077,1.09613
13179,"Liberty, Georgia",0.70756,1.05255
13181,"Lincoln, Georgia",0.67811,1.17893
13183,"Long, Georgia",0.73553002,1.03601
13185,"Lowndes, Georgia",0.61049002,1.17514
13187,"Lumpkin, Georgia",0.88255,1.30337
13189,"McDuffie, Georgia",0.48166999,1.0494699
13191,"McIntosh, Georgia",0.56230003,1.04549
13193,"Macon, Georgia",0.41894001,0.88657999
13195,"Madison, Georgia",0.65618998,1.16416
13197,"Marion, Georgia",0.53254998,0.97481
13199,"Meriwether, Georgia",0.5438,1.0737
13201,"Miller, Georgia",0.4876,0.97601998
13205,"Mitchell, Georgia",0.41181999,0.89835
13207,"Monroe, Georgia",0.64038998,1.18652
13209,"Montgomery, Georgia",0.55312002,0.99471003
13211,"Morgan, Georgia",0.65363002,1.21609
13213,"Murray, Georgia",0.55356002,0.96263999
13215,"Muscogee, Georgia",0.57656997,1.16287
13217,"Newton, Georgia",0.63354999,1.05814
13219,"Oconee, Georgia",0.98903,1.51238
13221,"Oglethorpe, Georgia",0.64497,1.18385
13223,"Paulding, Georgia",0.90148997,1.2735699
13225,"Peach, Georgia",0.56546998,1.03879
13227,"Pickens, Georgia",0.80698001,1.24603
13229,"Pierce, Georgia",0.61289001,1.04098
13231,"Pike, Georgia",0.73501003,1.13314
13233,"Polk, Georgia",0.59742999,1.05778
13235,"Pulaski, Georgia",0.60264999,1.1093301
13237,"Putnam, Georgia",0.56972998,1.13928
13239,"Quitman, Georgia",NA,NA
13241,"Rabun, Georgia",0.70200998,1.22192
13243,"Randolph, Georgia",0.41136,0.93015999
13245,"Richmond, Georgia",0.53325999,1.14449
13247,"Rockdale, Georgia",0.66245002,1.06761
13249,"Schley, Georgia",0.64025003,1.1391799
13251,"Screven, Georgia",0.57675999,1.04141
13253,"Seminole, Georgia",0.49382001,0.97047001
13255,"Spalding, Georgia",0.54765999,1.07329
13257,"Stephens, Georgia",0.60609001,1.10876
13259,"Stewart, Georgia",NA,NA
13261,"Sumter, Georgia",0.41328999,1.0176899
13263,"Talbot, Georgia",NA,NA
13265,"Taliaferro, Georgia",NA,NA
13267,"Tattnall, Georgia",0.51916999,0.96939999
13269,"Taylor, Georgia",0.50997001,0.99848998
13271,"Telfair, Georgia",0.45355001,0.85784
13273,"Terrell, Georgia",0.34740999,0.96306002
13275,"Thomas, Georgia",0.54233003,1.19297
13277,"Tift, Georgia",0.49325001,1.0815901
13279,"Toombs, Georgia",0.50645,0.98377001
13281,"Towns, Georgia",0.75435001,1.15943
13283,"Treutlen, Georgia",0.53789997,0.91184998
13285,"Troup, Georgia",0.52875,1.09402
13287,"Turner, Georgia",0.42993999,0.92294002
13289,"Twiggs, Georgia",0.51507002,1.03837
13291,"Union, Georgia",0.73474997,1.15558
13293,"Upson, Georgia",0.52252001,1.00202
13295,"Walker, Georgia",0.66544998,1.1615
13297,"Walton, Georgia",0.77209002,1.23822
13299,"Ware, Georgia",0.47767001,0.96433002
13301,"Warren, Georgia",NA,NA
13303,"Washington, Georgia",0.47859001,0.94274002
13305,"Wayne, Georgia",0.57977998,0.99018002
13307,"Webster, Georgia",NA,NA
13309,"Wheeler, Georgia",0.48390001,0.92561001
13311,"White, Georgia",0.80394,1.22517
13313,"Whitfield, Georgia",0.55201,1.04853
13315,"Wilcox, Georgia",0.47446001,0.84908998
13317,"Wilkes, Georgia",0.52776003,1.02475
13319,"Wilkinson, Georgia",0.55173999,0.97698998
13321,"Worth, Georgia",0.49377999,0.91709
15000,"State average, Hawaii",1.041254995,1.295692475
15001,"Hawaii, Hawaii",0.89262998,1.27066
15003,"Honolulu, Hawaii",1.12176,1.3344899
15007,"Kauai, Hawaii",1.0647399,1.28591
15009,"Maui, Hawaii",1.0858901,1.29171
16000,"State average, Idaho",0.85207023952381,1.24585499761905
